drug_a_name,drug_b_name,cell,synergy
DB00444,DB00851,ACHN,5.39
DB00444,DB00851,A549,-2.34
DB00444,DB00851,COLO205,5.96
DB00444,DB00851,DU145,-4.5
DB00444,DB00851,HCT15,-1.97
DB00444,DB00851,HL60,18.65
DB00444,DB00851,HCT116,-3.21
DB00444,DB00851,IGROV1,-3.36
DB00444,DB00851,HT29,-10.81
DB00444,DB00851,KM12,-9.51
DB00444,DB00851,K562,-8.5
DB00444,DB00851,MALME3M,-5.99
DB00444,DB00851,LOXIMVI,3.32
DB00444,DB00851,MOLT4,-1.07
DB00444,DB00851,MCF7,-12.44
DB00444,DB00851,NCIH23,-3.48
DB00444,DB00851,NCIH322,-0.32
DB00444,DB00851,NCIH226,-4.17
DB00444,DB00851,OVCAR4,-1.99
DB00444,DB00851,NCIH460,0.83
DB00444,DB00851,RPMI8226,-0.2
DB00444,DB00851,OVCAR8,3.29
DB00444,DB00851,SF295,-3.17
DB00444,DB00851,SKOV3,-8.32
DB00444,DB00851,SNB19,1.8
DB00444,DB00851,SW620,-1.08
DB00444,DB00851,UACC257,1.23
DB00444,DB00851,U251MG,-7.15
DB00444,DB00851,T47D,-9.93
DB00444,DB00851,MDAMB468,-7.99
DB00444,DB00851,BT549,-4.28
DB00444,DB00851,UACC62,-5.18
DB00444,DB00851,NCIH522,-7.08
DB00444,DB00851,SKMEL5,-10.82
DB00444,DB00851,PC3,-5.32
DB00444,DB00851,SKMEL2,1.3
DB00444,DB00851,CAKI1,-4.74
DB00444,DB00851,MDAMB231,-8.22
DB00444,DB00851,HS578T,2.37
DB00444,DB00851,SKMEL28,-6.13
DB00694,DB00851,SW620,-1.82
DB00694,DB00851,UACC257,2.82
DB00694,DB00851,U251MG,-2.72
DB00694,DB00851,SKOV3,-4.84
DB00694,DB00851,SNB19,1.9
DB00694,DB00851,UACC62,-5.27
DB00694,DB00851,NCIH522,-6.46
DB00694,DB00851,T47D,-5.28
DB00694,DB00851,MDAMB468,-4.77
DB00694,DB00851,BT549,-5.73
DB00694,DB00851,SKMEL2,-0.91
DB00694,DB00851,CAKI1,-11.77
DB00694,DB00851,SKMEL5,-3.17
DB00694,DB00851,PC3,-3.09
DB00694,DB00851,MDAMB231,-3.57
DB00694,DB00851,HS578T,-2.38
DB00694,DB00851,SKMEL28,-4.38
DB00694,DB00851,COLO205,4.47
DB00694,DB00851,DU145,-4.95
DB00694,DB00851,A498,-4.86
DB00694,DB00851,786O,-4.75
DB00694,DB00851,ACHN,-5.02
DB00694,DB00851,A549,-1.87
DB00694,DB00851,IGROV1,-6.35
DB00694,DB00851,HT29,-9.31
DB00694,DB00851,HCT15,-2.66
DB00694,DB00851,HL60,18.58
DB00694,DB00851,HCT116,-6.11
DB00694,DB00851,MOLT4,-6.61
DB00694,DB00851,MCF7,-8.15
DB00694,DB00851,NCIH23,-10.36
DB00694,DB00851,KM12,-8.14
DB00694,DB00851,K562,-0.58
DB00694,DB00851,MALME3M,-4.19
DB00694,DB00851,LOXIMVI,1.78
DB00694,DB00851,RPMI8226,-3.41
DB00694,DB00851,OVCAR8,-7.01
DB00694,DB00851,SF295,-3.5
DB00694,DB00851,NCIH322,0.32
DB00694,DB00851,NCIH226,-2.38
DB00694,DB00851,OVCAR4,-1.63
DB00694,DB00851,NCIH460,-3.23
DB01206,DB00851,SKMEL28,-2.7
DB01206,DB00851,MDAMB231,-4.51
DB01206,DB00851,HS578T,-2.92
DB01206,DB00851,CAKI1,-9.68
DB01206,DB00851,SKMEL2,5.95
DB01206,DB00851,PC3,-5.57
DB01206,DB00851,SKMEL5,-4.23
DB01206,DB00851,UACC62,-8.11
DB01206,DB00851,NCIH522,-6.61
DB01206,DB00851,BT549,-5.98
DB01206,DB00851,T47D,0.66
DB01206,DB00851,MDAMB468,-5.94
DB01206,DB00851,UACC257,1.73
DB01206,DB00851,U251MG,-10.31
DB01206,DB00851,SW620,-0.83
DB01206,DB00851,SNB19,-2.61
DB01206,DB00851,SKOV3,-3.05
DB01206,DB00851,SF295,-11.5
DB01206,DB00851,RPMI8226,0.12
DB01206,DB00851,OVCAR8,-4.59
DB01206,DB00851,OVCAR4,-0.85
DB01206,DB00851,NCIH460,-6.73
DB01206,DB00851,NCIH322,0.22
DB01206,DB00851,NCIH226,-3.88
DB01206,DB00851,NCIH23,-7.43
DB01206,DB00851,MOLT4,-4.56
DB01206,DB00851,MCF7,-4.4
DB01206,DB00851,MALME3M,-0.36
DB01206,DB00851,LOXIMVI,-6.11
DB01206,DB00851,KM12,-10.54
DB01206,DB00851,K562,-1.39
DB01206,DB00851,IGROV1,-7.49
DB01206,DB00851,HT29,-5.02
DB01206,DB00851,HL60,17.77
DB01206,DB00851,HCT116,-2.76
DB01206,DB00851,HCT15,-6.33
DB01206,DB00851,DU145,-2.25
DB01206,DB00851,COLO205,-6.41
DB01206,DB00851,ACHN,-6.92
DB01206,DB00851,A549,-4.66
DB01206,DB00851,A498,-3.47
DB01206,DB00851,786O,-0.29
DB00351,DB00851,MDAMB231,7.41
DB00351,DB00851,HS578T,7.84
DB00351,DB00851,SKMEL28,2.82
DB00351,DB00851,SKMEL2,2.86
DB00351,DB00851,CAKI1,-1.93
DB00351,DB00851,SKMEL5,4.53
DB00351,DB00851,PC3,0.92
DB00351,DB00851,UACC62,-0.42
DB00351,DB00851,NCIH522,-0.97
DB00351,DB00851,T47D,3.77
DB00351,DB00851,MDAMB468,1.43
DB00351,DB00851,BT549,1.82
DB00351,DB00851,SW620,4.48
DB00351,DB00851,UACC257,4.96
DB00351,DB00851,U251MG,-3.71
DB00351,DB00851,SKOV3,0.18
DB00351,DB00851,SNB19,5.09
DB00351,DB00851,RPMI8226,-1.05
DB00351,DB00851,OVCAR8,1.35
DB00351,DB00851,SF295,-0.74
DB00351,DB00851,NCIH322,4.17
DB00351,DB00851,NCIH226,3.98
DB00351,DB00851,OVCAR4,2.97
DB00351,DB00851,NCIH460,-4.81
DB00351,DB00851,MOLT4,-5.6
DB00351,DB00851,MCF7,6.23
DB00351,DB00851,NCIH23,0.33
DB00351,DB00851,KM12,-6.68
DB00351,DB00851,K562,-0.83
DB00351,DB00851,MALME3M,4.34
DB00351,DB00851,LOXIMVI,3.63
DB00351,DB00851,IGROV1,-0.88
DB00351,DB00851,HT29,-1.01
DB00351,DB00851,HCT15,0.93
DB00351,DB00851,HL60,24.77
DB00351,DB00851,HCT116,-0.89
DB00351,DB00851,COLO205,2.92
DB00351,DB00851,DU145,2.14
DB00351,DB00851,A498,-2.28
DB00351,DB00851,786O,2.37
DB00351,DB00851,ACHN,-3.65
DB00351,DB00851,A549,-2.82
DB00544,DB00987,NCIH522,-11.68
DB00544,DB00987,UACC62,-7.65
DB00544,DB00987,BT549,-15.75
DB00544,DB00987,MDAMB468,-9.3
DB00544,DB00987,T47D,-0.76
DB00544,DB00987,U251MG,-8.31
DB00544,DB00987,UACC257,-4.41
DB00544,DB00987,SW620,-1.91
DB00544,DB00987,SNB19,-7.55
DB00544,DB00987,SKOV3,0.45
DB00544,DB00987,SKMEL28,2.72
DB00544,DB00987,HS578T,-3.18
DB00544,DB00987,MDAMB231,-8.84
DB00544,DB00987,CAKI1,7.36
DB00544,DB00987,SKMEL2,-12.23
DB00544,DB00987,PC3,-6.56
DB00544,DB00987,SKMEL5,-8.15
DB00544,DB00987,HT29,-3.1
DB00544,DB00987,IGROV1,5.91
DB00544,DB00987,HCT116,-1.54
DB00544,DB00987,HL60,-7.73
DB00544,DB00987,HCT15,-3.89
DB00544,DB00987,DU145,-4.89
DB00544,DB00987,COLO205,-10.69
DB00544,DB00987,A549,-0.45
DB00544,DB00987,ACHN,1.23
DB00544,DB00987,786O,-8.35
DB00544,DB00987,A498,-10.22
DB00544,DB00987,SF295,-7.12
DB00544,DB00987,OVCAR8,-10.25
DB00544,DB00987,RPMI8226,-11.82
DB00544,DB00987,NCIH460,-3.99
DB00544,DB00987,OVCAR4,-1.06
DB00544,DB00987,NCIH226,-0.08
DB00544,DB00987,NCIH322,5.53
DB00544,DB00987,NCIH23,-19.87
DB00544,DB00987,MCF7,2.78
DB00544,DB00987,MOLT4,6.99
DB00544,DB00987,LOXIMVI,-5.91
DB00544,DB00987,MALME3M,-6.56
DB00544,DB00987,K562,-7.35
DB00544,DB00987,KM12,-12.4
DB08877,DB00262,ACHN,-0.18
DB08877,DB00262,A549,-2.11
DB08877,DB00262,A498,0.35
DB08877,DB00262,786O,-2.43
DB08877,DB00262,DU145,-1.44
DB08877,DB00262,COLO205,4.58
DB08877,DB00262,HL60,5.35
DB08877,DB00262,HCT116,3.88
DB08877,DB00262,HCT15,0.49
DB08877,DB00262,IGROV1,-3.97
DB08877,DB00262,HT29,3.7
DB08877,DB00262,MALME3M,1.4
DB08877,DB00262,LOXIMVI,-5.42
DB08877,DB00262,KM12,1.06
DB08877,DB00262,K562,-1.8
DB08877,DB00262,NCIH23,-2.51
DB08877,DB00262,MOLT4,-3.48
DB08877,DB00262,MCF7,2.04
DB08877,DB00262,OVCAR4,1.66
DB08877,DB00262,NCIH460,-2.87
DB08877,DB00262,NCIH322,2.99
DB08877,DB00262,NCIH226,-2.58
DB08877,DB00262,SF295,6.02
DB08877,DB00262,RPMI8226,4.51
DB08877,DB00262,OVCAR8,0.62
DB08877,DB00262,SNB19,0.55
DB08877,DB00262,SKOV3,-0.44
DB08877,DB00262,UACC257,2.12
DB08877,DB00262,U251MG,-1.42
DB08877,DB00262,SW620,-0.49
DB08877,DB00262,BT549,7.86
DB08877,DB00262,T47D,3.8
DB08877,DB00262,MDAMB468,0.3
DB08877,DB00262,UACC62,4.07
DB08877,DB00262,NCIH522,-2.17
DB08877,DB00262,PC3,-0.46
DB08877,DB00262,SKMEL5,12.37
DB08877,DB00262,CAKI1,-6.05
DB08877,DB00262,SKMEL2,2.45
DB08877,DB00262,SKMEL28,2.27
DB08877,DB00262,MDAMB231,-3.78
DB08877,DB00262,HS578T,1.59
DB08828,DB00262,OVCAR8,-1.81
DB08828,DB00262,RPMI8226,9.72
DB08828,DB00262,SF295,-2.24
DB08828,DB00262,NCIH226,-2.45
DB08828,DB00262,NCIH322,2.63
DB08828,DB00262,NCIH460,-3.73
DB08828,DB00262,OVCAR4,-0.01
DB08828,DB00262,MCF7,0.21
DB08828,DB00262,MOLT4,-1.51
DB08828,DB00262,NCIH23,1.03
DB08828,DB00262,K562,2.34
DB08828,DB00262,KM12,-7.86
DB08828,DB00262,LOXIMVI,5.45
DB08828,DB00262,MALME3M,0.35
DB08828,DB00262,HT29,0.16
DB08828,DB00262,IGROV1,-2.07
DB08828,DB00262,HCT15,-1.79
DB08828,DB00262,HCT116,-2.07
DB08828,DB00262,HL60,3.82
DB08828,DB00262,COLO205,1.16
DB08828,DB00262,DU145,1.87
DB08828,DB00262,786O,-2.69
DB08828,DB00262,A498,-0.72
DB08828,DB00262,A549,-0.54
DB08828,DB00262,ACHN,1.67
DB08828,DB00262,HS578T,1.75
DB08828,DB00262,MDAMB231,2.08
DB08828,DB00262,SKMEL28,4.75
DB08828,DB00262,SKMEL2,1.92
DB08828,DB00262,CAKI1,-1.11
DB08828,DB00262,SKMEL5,4.12
DB08828,DB00262,PC3,-1.5
DB08828,DB00262,NCIH522,-2.43
DB08828,DB00262,UACC62,-0.84
DB08828,DB00262,MDAMB468,-2.05
DB08828,DB00262,T47D,-1.32
DB08828,DB00262,BT549,0.11
DB08828,DB00262,SW620,0.2
DB08828,DB00262,U251MG,-2.89
DB08828,DB00262,UACC257,1.16
DB08828,DB00262,SKOV3,0.14
DB08828,DB00262,SNB19,-0.88
DB08865,DB00262,IGROV1,-1.46
DB08865,DB00262,HT29,-0.6
DB08865,DB00262,HCT15,-0.39
DB08865,DB00262,HL60,-5.36
DB08865,DB00262,HCT116,-2.4
DB08865,DB00262,COLO205,-2.42
DB08865,DB00262,DU145,1.47
DB08865,DB00262,A498,-1.34
DB08865,DB00262,786O,0.12
DB08865,DB00262,ACHN,-1.31
DB08865,DB00262,A549,-1.86
DB08865,DB00262,RPMI8226,4.48
DB08865,DB00262,OVCAR8,-0.26
DB08865,DB00262,SF295,-4.92
DB08865,DB00262,NCIH322,3.98
DB08865,DB00262,NCIH226,-2.43
DB08865,DB00262,OVCAR4,1.48
DB08865,DB00262,NCIH460,-3.82
DB08865,DB00262,MOLT4,-0.67
DB08865,DB00262,MCF7,6.8
DB08865,DB00262,NCIH23,-1.88
DB08865,DB00262,KM12,-3.73
DB08865,DB00262,K562,-0.99
DB08865,DB00262,MALME3M,-0.29
DB08865,DB00262,LOXIMVI,-5.5
DB08865,DB00262,UACC62,-1.49
DB08865,DB00262,NCIH522,3.64
DB08865,DB00262,T47D,1.94
DB08865,DB00262,MDAMB468,-0.76
DB08865,DB00262,BT549,1.83
DB08865,DB00262,SW620,-4.37
DB08865,DB00262,UACC257,0.25
DB08865,DB00262,U251MG,-1.34
DB08865,DB00262,SKOV3,0.1
DB08865,DB00262,SNB19,-1.65
DB08865,DB00262,MDAMB231,-2.66
DB08865,DB00262,HS578T,1.34
DB08865,DB00262,SKMEL28,2.67
DB08865,DB00262,SKMEL2,4.52
DB08865,DB00262,CAKI1,-4.55
DB08865,DB00262,SKMEL5,5.82
DB08865,DB00262,PC3,-2.31
DB06772,DB00262,LOXIMVI,-1.94
DB06772,DB00262,MALME3M,-0.79
DB06772,DB00262,K562,4.44
DB06772,DB00262,KM12,-0.51
DB06772,DB00262,NCIH23,8.68
DB06772,DB00262,MCF7,7.95
DB06772,DB00262,MOLT4,22.07
DB06772,DB00262,NCIH460,22.17
DB06772,DB00262,OVCAR4,13.08
DB06772,DB00262,NCIH226,-0.02
DB06772,DB00262,NCIH322,15.75
DB06772,DB00262,SF295,10.64
DB06772,DB00262,OVCAR8,3.04
DB06772,DB00262,A549,3.44
DB06772,DB00262,ACHN,2.14
DB06772,DB00262,786O,6.14
DB06772,DB00262,A498,3.89
DB06772,DB00262,DU145,16.09
DB06772,DB00262,COLO205,18.9
DB06772,DB00262,HCT116,1.55
DB06772,DB00262,HCT15,1.6
DB06772,DB00262,HT29,2.61
DB06772,DB00262,IGROV1,-1.64
DB06772,DB00262,PC3,15.97
DB06772,DB00262,SKMEL5,7.48
DB06772,DB00262,CAKI1,5.93
DB06772,DB00262,SKMEL2,-0.87
DB06772,DB00262,SKMEL28,2.89
DB06772,DB00262,HS578T,0.6
DB06772,DB00262,MDAMB231,0.51
DB06772,DB00262,SNB19,1.48
DB06772,DB00262,SKOV3,4.2
DB06772,DB00262,U251MG,3.27
DB06772,DB00262,UACC257,10.82
DB06772,DB00262,SW620,9.97
DB06772,DB00262,BT549,4.07
DB06772,DB00262,MDAMB468,2.41
DB06772,DB00262,T47D,2.44
DB06772,DB00262,NCIH522,15.98
DB06772,DB00262,UACC62,4.88
DB05294,DB00262,HS578T,0.92
DB05294,DB00262,MDAMB231,-2.37
DB05294,DB00262,SKMEL28,1.45
DB05294,DB00262,SKMEL5,5.18
DB05294,DB00262,PC3,-2.98
DB05294,DB00262,SKMEL2,0.42
DB05294,DB00262,CAKI1,-9.73
DB05294,DB00262,MDAMB468,-1.15
DB05294,DB00262,T47D,5.82
DB05294,DB00262,BT549,0.87
DB05294,DB00262,NCIH522,-6.91
DB05294,DB00262,UACC62,-2.71
DB05294,DB00262,SKOV3,-6.6
DB05294,DB00262,SNB19,-0.69
DB05294,DB00262,SW620,-3.09
DB05294,DB00262,U251MG,-2.18
DB05294,DB00262,UACC257,-0.87
DB05294,DB00262,NCIH226,-3.54
DB05294,DB00262,NCIH322,1.43
DB05294,DB00262,NCIH460,-2.75
DB05294,DB00262,OVCAR4,-1.4
DB05294,DB00262,OVCAR8,-2.13
DB05294,DB00262,RPMI8226,5.65
DB05294,DB00262,SF295,-1.3
DB05294,DB00262,K562,1.48
DB05294,DB00262,KM12,1.13
DB05294,DB00262,LOXIMVI,-5.14
DB05294,DB00262,MALME3M,0.05
DB05294,DB00262,MCF7,1
DB05294,DB00262,MOLT4,-3.52
DB05294,DB00262,NCIH23,-1.95
DB05294,DB00262,HCT15,-2.46
DB05294,DB00262,HCT116,-2
DB05294,DB00262,HL60,4.33
DB05294,DB00262,HT29,0.04
DB05294,DB00262,IGROV1,-0.51
DB05294,DB00262,786O,-2.88
DB05294,DB00262,A498,-4.22
DB05294,DB00262,A549,-3.72
DB05294,DB00262,ACHN,-6.43
DB05294,DB00262,COLO205,2.2
DB05294,DB00262,DU145,-3.42
DB01204,DB00947,SF295,-1.58
DB01204,DB00947,RPMI8226,5.53
DB01204,DB00947,OVCAR8,3.49
DB01204,DB00947,OVCAR4,-6.29
DB01204,DB00947,NCIH460,5.45
DB01204,DB00947,NCIH322,-5.62
DB01204,DB00947,NCIH226,-0.87
DB01204,DB00947,NCIH23,5.67
DB01204,DB00947,MOLT4,2.81
DB01204,DB00947,MCF7,-3.16
DB01204,DB00947,MALME3M,-10.76
DB01204,DB00947,LOXIMVI,-3.05
DB01204,DB00947,KM12,-11.44
DB01204,DB00947,K562,2.17
DB01204,DB00947,IGROV1,-8.18
DB01204,DB00947,HT29,1.32
DB01204,DB00947,HL60,1.48
DB01204,DB00947,HCT116,7.8
DB01204,DB00947,HCT15,6.45
DB01204,DB00947,DU145,5.57
DB01204,DB00947,COLO205,8.41
DB01204,DB00947,ACHN,-4.22
DB01204,DB00947,A549,-0.53
DB01204,DB00947,A498,0.98
DB01204,DB00947,786O,0.87
DB01204,DB00947,SKMEL28,0.34
DB01204,DB00947,MDAMB231,3.24
DB01204,DB00947,HS578T,-3.9
DB01204,DB00947,CAKI1,-2.82
DB01204,DB00947,SKMEL2,-0.21
DB01204,DB00947,PC3,5.52
DB01204,DB00947,SKMEL5,-7.43
DB01204,DB00947,UACC62,-1.94
DB01204,DB00947,NCIH522,-0.72
DB01204,DB00947,BT549,3.76
DB01204,DB00947,T47D,-5.18
DB01204,DB00947,MDAMB468,-1.02
DB01204,DB00947,UACC257,-1.23
DB01204,DB00947,U251MG,1.31
DB01204,DB00947,SW620,3.21
DB01204,DB00947,SNB19,-4.34
DB01204,DB00947,SKOV3,-5.79
DB00544,DB00482,MCF7,6.46
DB00544,DB00482,MOLT4,6.57
DB00544,DB00482,NCIH23,-6.76
DB00544,DB00482,K562,-12.49
DB00544,DB00482,KM12,-20.35
DB00544,DB00482,LOXIMVI,-4.95
DB00544,DB00482,MALME3M,4.09
DB00544,DB00482,OVCAR8,3.34
DB00544,DB00482,RPMI8226,-10.68
DB00544,DB00482,SF295,-14.45
DB00544,DB00482,NCIH226,3.75
DB00544,DB00482,NCIH322,3.01
DB00544,DB00482,NCIH460,-2.5
DB00544,DB00482,OVCAR4,-3.81
DB00544,DB00482,COLO205,-5.37
DB00544,DB00482,DU145,-0.78
DB00544,DB00482,786O,0.03
DB00544,DB00482,A498,-4.11
DB00544,DB00482,A549,2.51
DB00544,DB00482,ACHN,3.69
DB00544,DB00482,HT29,1.13
DB00544,DB00482,IGROV1,3.54
DB00544,DB00482,HCT15,-3.03
DB00544,DB00482,HCT116,-2.28
DB00544,DB00482,HL60,-24.71
DB00544,DB00482,SKMEL2,-5.02
DB00544,DB00482,CAKI1,6.62
DB00544,DB00482,SKMEL5,-15.4
DB00544,DB00482,PC3,2.53
DB00544,DB00482,HS578T,-10.75
DB00544,DB00482,MDAMB231,-1.42
DB00544,DB00482,SKMEL28,9.29
DB00544,DB00482,SW620,-0.52
DB00544,DB00482,U251MG,-11.78
DB00544,DB00482,UACC257,0.36
DB00544,DB00482,SKOV3,2.18
DB00544,DB00482,SNB19,0.81
DB00544,DB00482,NCIH522,-11.56
DB00544,DB00482,UACC62,-3.37
DB00544,DB00482,MDAMB468,-6.15
DB00544,DB00482,T47D,-7.73
DB00544,DB00482,BT549,-9.16
DB00851,DB00482,HL60,-7.52
DB00851,DB00482,HCT116,7.78
DB00851,DB00482,HCT15,-2.21
DB00851,DB00482,IGROV1,-6.27
DB00851,DB00482,HT29,-0.96
DB00851,DB00482,ACHN,-5.94
DB00851,DB00482,A549,-1.66
DB00851,DB00482,A498,-0.88
DB00851,DB00482,786O,-1.57
DB00851,DB00482,DU145,-1.92
DB00851,DB00482,COLO205,-0.87
DB00851,DB00482,OVCAR4,-2
DB00851,DB00482,NCIH460,3.26
DB00851,DB00482,NCIH322,1.44
DB00851,DB00482,NCIH226,-0.14
DB00851,DB00482,SF295,-2.86
DB00851,DB00482,RPMI8226,2.51
DB00851,DB00482,OVCAR8,-0.22
DB00851,DB00482,MALME3M,2.76
DB00851,DB00482,LOXIMVI,-1.77
DB00851,DB00482,KM12,-0.23
DB00851,DB00482,K562,-3.9
DB00851,DB00482,NCIH23,-3.89
DB00851,DB00482,MOLT4,-2.04
DB00851,DB00482,MCF7,-1.72
DB00851,DB00482,BT549,0.6
DB00851,DB00482,T47D,-2.33
DB00851,DB00482,MDAMB468,0.91
DB00851,DB00482,UACC62,0.02
DB00851,DB00482,NCIH522,-4.76
DB00851,DB00482,SNB19,0.39
DB00851,DB00482,SKOV3,-1.95
DB00851,DB00482,UACC257,2.55
DB00851,DB00482,U251MG,-4.36
DB00851,DB00482,SW620,3.32
DB00851,DB00482,SKMEL28,2.05
DB00851,DB00482,MDAMB231,1.31
DB00851,DB00482,HS578T,0.86
DB00851,DB00482,PC3,3.49
DB00851,DB00482,SKMEL5,-1.34
DB00851,DB00482,CAKI1,-4.61
DB00851,DB00482,SKMEL2,-1.46
DB00351,DB00482,NCIH460,4.97
DB00351,DB00482,OVCAR4,-2.16
DB00351,DB00482,NCIH226,1.71
DB00351,DB00482,NCIH322,-0.18
DB00351,DB00482,SF295,0.48
DB00351,DB00482,OVCAR8,-0.45
DB00351,DB00482,RPMI8226,-0.23
DB00351,DB00482,LOXIMVI,-1.77
DB00351,DB00482,MALME3M,3.82
DB00351,DB00482,K562,-1.62
DB00351,DB00482,KM12,-2.02
DB00351,DB00482,NCIH23,0.5
DB00351,DB00482,MCF7,3.47
DB00351,DB00482,MOLT4,-5.43
DB00351,DB00482,HCT116,2.31
DB00351,DB00482,HL60,0.81
DB00351,DB00482,HCT15,-0.71
DB00351,DB00482,HT29,0.02
DB00351,DB00482,IGROV1,-0.97
DB00351,DB00482,A549,-4.72
DB00351,DB00482,ACHN,-1.79
DB00351,DB00482,786O,-1.21
DB00351,DB00482,A498,-2.45
DB00351,DB00482,DU145,1.04
DB00351,DB00482,COLO205,2.23
DB00351,DB00482,HS578T,4.34
DB00351,DB00482,MDAMB231,5.33
DB00351,DB00482,PC3,3.99
DB00351,DB00482,SKMEL5,5.77
DB00351,DB00482,CAKI1,0.76
DB00351,DB00482,SKMEL2,3.16
DB00351,DB00482,BT549,2.75
DB00351,DB00482,MDAMB468,1.76
DB00351,DB00482,T47D,0.28
DB00351,DB00482,NCIH522,-3.53
DB00351,DB00482,UACC62,0.73
DB00351,DB00482,SNB19,3.58
DB00351,DB00482,SKOV3,-1
DB00351,DB00482,U251MG,-2.12
DB00351,DB00482,UACC257,1.7
DB00351,DB00482,SW620,1.12
DB01206,DB00482,OVCAR8,-6.25
DB01206,DB00482,RPMI8226,2.05
DB01206,DB00482,SF295,-7.88
DB01206,DB00482,NCIH226,-4.19
DB01206,DB00482,NCIH322,-3.59
DB01206,DB00482,NCIH460,5.09
DB01206,DB00482,OVCAR4,-3.54
DB01206,DB00482,MCF7,-5.59
DB01206,DB00482,MOLT4,-2.02
DB01206,DB00482,NCIH23,-5.78
DB01206,DB00482,K562,-3.93
DB01206,DB00482,KM12,-9.14
DB01206,DB00482,LOXIMVI,-11
DB01206,DB00482,MALME3M,-1.52
DB01206,DB00482,HT29,-4.93
DB01206,DB00482,IGROV1,-8.52
DB01206,DB00482,HCT15,-2.52
DB01206,DB00482,HCT116,5.07
DB01206,DB00482,HL60,3.95
DB01206,DB00482,COLO205,-7.76
DB01206,DB00482,DU145,-3.09
DB01206,DB00482,786O,-7.39
DB01206,DB00482,A498,-3.45
DB01206,DB00482,A549,-7.74
DB01206,DB00482,ACHN,-6.16
DB01206,DB00482,HS578T,-4.48
DB01206,DB00482,MDAMB231,-3.74
DB01206,DB00482,SKMEL28,-1.82
DB01206,DB00482,SKMEL2,-7.12
DB01206,DB00482,CAKI1,-8.37
DB01206,DB00482,SKMEL5,-1.85
DB01206,DB00482,PC3,2.53
DB01206,DB00482,NCIH522,-8.02
DB01206,DB00482,UACC62,-7.95
DB01206,DB00482,MDAMB468,-5.7
DB01206,DB00482,T47D,-4.68
DB01206,DB00482,BT549,-6.29
DB01206,DB00482,SW620,-6.44
DB01206,DB00482,U251MG,-9.21
DB01206,DB00482,UACC257,-1.36
DB01206,DB00482,SKOV3,-3.1
DB01206,DB00482,SNB19,-10.06
DB00694,DB00482,A549,0.05
DB00694,DB00482,ACHN,-3.6
DB00694,DB00482,786O,-7.91
DB00694,DB00482,A498,-5.77
DB00694,DB00482,DU145,9.8
DB00694,DB00482,COLO205,3.08
DB00694,DB00482,HCT116,0.34
DB00694,DB00482,HL60,10.27
DB00694,DB00482,HCT15,-4.59
DB00694,DB00482,HT29,1.29
DB00694,DB00482,IGROV1,-7.27
DB00694,DB00482,LOXIMVI,-5.73
DB00694,DB00482,MALME3M,-4.21
DB00694,DB00482,K562,-1.15
DB00694,DB00482,KM12,-5.73
DB00694,DB00482,NCIH23,-2.91
DB00694,DB00482,MCF7,-8.79
DB00694,DB00482,MOLT4,17.48
DB00694,DB00482,NCIH460,3.9
DB00694,DB00482,OVCAR4,-3.88
DB00694,DB00482,NCIH226,-4.91
DB00694,DB00482,NCIH322,-0.81
DB00694,DB00482,SF295,3.21
DB00694,DB00482,OVCAR8,-1.61
DB00694,DB00482,RPMI8226,6.87
DB00694,DB00482,SNB19,4.54
DB00694,DB00482,SKOV3,-3.74
DB00694,DB00482,U251MG,3.85
DB00694,DB00482,UACC257,-0.9
DB00694,DB00482,SW620,0.72
DB00694,DB00482,BT549,1.62
DB00694,DB00482,MDAMB468,-2.1
DB00694,DB00482,T47D,-6.42
DB00694,DB00482,NCIH522,-8.21
DB00694,DB00482,UACC62,-4.6
DB00694,DB00482,PC3,-5.95
DB00694,DB00482,SKMEL5,-1.16
DB00694,DB00482,CAKI1,-10.22
DB00694,DB00482,SKMEL2,-5.67
DB00694,DB00482,SKMEL28,-4.28
DB00694,DB00482,HS578T,-1.25
DB00694,DB00482,MDAMB231,-4.95
DB01204,DB08881,U251MG,0.53
DB01204,DB08881,UACC257,-3.87
DB01204,DB08881,SW620,18.09
DB01204,DB08881,SNB19,1.82
DB01204,DB08881,SKOV3,-3.52
DB01204,DB08881,NCIH522,0.42
DB01204,DB08881,UACC62,-5.07
DB01204,DB08881,BT549,-2.7
DB01204,DB08881,MDAMB468,-3.26
DB01204,DB08881,T47D,-9.07
DB01204,DB08881,CAKI1,-0.68
DB01204,DB08881,PC3,12.53
DB01204,DB08881,SKMEL5,-0.08
DB01204,DB08881,SKMEL28,-10.05
DB01204,DB08881,HS578T,-5.37
DB01204,DB08881,MDAMB231,-5.74
DB01204,DB08881,DU145,4.38
DB01204,DB08881,COLO205,1.19
DB01204,DB08881,A549,6.29
DB01204,DB08881,ACHN,2.08
DB01204,DB08881,786O,0.94
DB01204,DB08881,A498,2.25
DB01204,DB08881,HT29,-0.21
DB01204,DB08881,IGROV1,0.74
DB01204,DB08881,HCT116,6.49
DB01204,DB08881,HL60,5.4
DB01204,DB08881,HCT15,3.44
DB01204,DB08881,NCIH23,6.84
DB01204,DB08881,MCF7,0.84
DB01204,DB08881,MOLT4,1.42
DB01204,DB08881,LOXIMVI,-5.15
DB01204,DB08881,MALME3M,-5.06
DB01204,DB08881,K562,5.15
DB01204,DB08881,KM12,2.87
DB01204,DB08881,SF295,4.3
DB01204,DB08881,OVCAR8,1.28
